Lineage_ID,Mapping_Reference_ID,Job_ID,Domain,Source_Filename,Source_Column_Name,Source_Column_Normalised,Canonical_Table,Canonical_Column,Match_Method,Confidence_Score,Was_Mandatory,Met_Threshold,LLM_Reasoning,Lookup_Variant_Matched,Archive_Lineage_ID,Insert_Timestamp
ffe1a4bb-acd4-4c35-8e91-0e4698699be5,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,acno,acno,TRD_CUSTOMER,Account_Number,EXACT LOOKUP,100,True,True,,acno,,2026-03-08T12:09:59.239402+00:00
188e2dd3-4f53-4e35-9030-5223856f68a9,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,firm_name,firm_name,TRD_CUSTOMER,Company_Name,EXACT LOOKUP,100,True,True,,firm_name,,2026-03-08T12:09:59.239402+00:00
8e5d2f41-2ebb-4fbe-a1f2-455004103b42,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,vat_id,vat_id,TRD_CUSTOMER,Government_ID,EXACT LOOKUP,100,False,True,,vat_id,,2026-03-08T12:09:59.239402+00:00
98cd9124-893f-4657-a9e5-ba647afdb1d7,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,country,country,TRD_CUSTOMER,Country_Code,EXACT LOOKUP,100,False,True,,country,,2026-03-08T12:09:59.239402+00:00
3bbafa17-4f58-4ee6-8425-2ac4611574f2,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,street_address,street_address,TRD_CUSTOMER,Address_1,EXACT LOOKUP,100,False,True,,street_address,,2026-03-08T12:09:59.239402+00:00
a1fa5b2e-c008-467e-bfd0-2c3313bc65d5,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,suite_floor,suite_floor,,UNMAPPED,NO MATCH,0,False,False,,,,2026-03-08T12:09:59.239402+00:00
73dfe387-2207-4b7f-87ab-bc28242daa0e,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,town,town,TRD_CUSTOMER,City,EXACT LOOKUP,100,False,True,,town,,2026-03-08T12:09:59.239402+00:00
86bea61a-a1de-4b9d-b584-741aa8900bf3,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,state_code,state_code,TRD_CUSTOMER,State,EXACT LOOKUP,100,False,True,,state_code,,2026-03-08T12:09:59.239402+00:00
d3a3e683-3f8e-4c1c-9299-46349cf2dddc,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,postal_code,postal_code,TRD_CUSTOMER,Postcode,EXACT LOOKUP,100,False,True,,postal_code,,2026-03-08T12:09:59.239402+00:00
662727a0-15c7-4ceb-b8bb-b28dcfce27e8,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,document_number,document_number,TRD_INVOICE,Invoice_Number,EXACT LOOKUP,100,True,True,,document_number,,2026-03-08T12:09:59.239402+00:00
aa36fd38-6360-4e3d-8178-0d9bfadc38d2,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,billing_date,billing_date,TRD_INVOICE,Invoice_Date,EXACT LOOKUP,100,True,True,,billing_date,,2026-03-08T12:09:59.239402+00:00
302f1148-53f5-426e-b53b-7572f4738f6c,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,due_date,due_date,TRD_INVOICE,Due_Date,EXACT LOOKUP,100,True,True,,due_date,,2026-03-08T12:09:59.239402+00:00
265c18a1-1a65-4792-ab42-9037aa21d293,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,invoice_value,invoice_value,TRD_INVOICE,Invoice_Amount,EXACT LOOKUP,100,True,True,,invoice_value,,2026-03-08T12:09:59.239402+00:00
8ab2b451-39a7-4373-a2d7-d3d37af523a1,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,receipt_amount,receipt_amount,TRD_INVOICE,Paid_Amount,EXACT LOOKUP,100,False,True,,receipt_amount,,2026-03-08T12:09:59.239402+00:00
e293114f-ca30-4032-a728-b33e5b9ad3b2,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,paid_dt,paid_dt,TRD_INVOICE,Paid_Date,EXACT LOOKUP,100,False,True,,paid_dt,,2026-03-08T12:09:59.239402+00:00
b6ba937c-0711-44b7-8628-dc0e2ebd40b7,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,trade_terms,trade_terms,TRD_INVOICE,Payment_Terms,EXACT LOOKUP,100,True,True,,trade_terms,,2026-03-08T12:09:59.239402+00:00
6b2eedd4-3f3f-487f-819c-8cb1feedd7ac,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,ccy,ccy,TRD_INVOICE,Currency,EXACT LOOKUP,100,False,True,,ccy,,2026-03-08T12:09:59.239402+00:00
440e0002-64f0-43c1-91ea-302afc67c505,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,report_date,report_date,TRD_INVOICE,DOE,EXACT LOOKUP,100,True,True,,report_date,,2026-03-08T12:09:59.239402+00:00
29c29351-84f9-4732-9489-f7c0a5c6ee94,983cafb2-1f34-4743-b696-dde0d6d4a1fd,61f29d42-42f4-4e2c-9126-272dda111cbc,trade,trade_contrib_09_html.html,acno,acno,TRD_INVOICE,Account_Number,EXACT LOOKUP,100,True,True,,,,2026-03-08T12:09:59.243433+00:00
